id,region,patch,z0,x0,inline,img_min,img_max,img_mean,img_std,reflective,deadZone,alive,rms,discontinuity,faultLength,faultNear,score,shape,img_path
marlim_1200_calm_000.npy,calm,1200,240,304,48,0.0,1.0,0.49881711602211,0.288427472114563,1.0,0.0,1.0,0.28076905176567224,0.004528045654296875,0.0,0.0,-0.004528045654296875,"(128, 128, 128)",/home/grva-mint/Projects/Falhas/Marlim/Regions/Marlim/files/calm/marlim_1200_calm_000.npy
marlim_1200_calm_001.npy,calm,1200,256,80,48,0.0,1.0,0.5028842687606812,0.28335317969322205,1.0,0.0,1.0,0.27816897641696414,0.002197265625,0.0,0.0,-0.002197265625,"(128, 128, 128)",/home/grva-mint/Projects/Falhas/Marlim/Regions/Marlim/files/calm/marlim_1200_calm_001.npy
marlim_1200_calm_002.npy,calm,1200,256,208,48,0.0,1.0,0.5033537149429321,0.30218446254730225,1.0,0.0,1.0,0.2952700404366624,0.0020427703857421875,0.0,0.0,-0.0020427703857421875,"(128, 128, 128)",/home/grva-mint/Projects/Falhas/Marlim/Regions/Marlim/files/calm/marlim_1200_calm_002.npy
marlim_1200_calm_003.npy,calm,1200,256,688,48,0.0,1.0,0.5008416771888733,0.19166208803653717,1.0,0.0,1.0,0.19010873804199901,0.0027103424072265625,0.0,0.0,-0.0027103424072265625,"(128, 128, 128)",/home/grva-mint/Projects/Falhas/Marlim/Regions/Marlim/files/calm/marlim_1200_calm_003.npy
marlim_1200_calm_004.npy,calm,1200,256,784,48,0.0,1.0,0.5033864378929138,0.16490589082241058,1.0,0.0,1.0,0.1651427409128703,0.0008087158203125,0.0,0.0,-0.0008087158203125,"(128, 128, 128)",/home/grva-mint/Projects/Falhas/Marlim/Regions/Marlim/files/calm/marlim_1200_calm_004.npy
marlim_1200_calm_005.npy,calm,1200,272,880,48,0.0,1.0,0.5029379725456238,0.14631272852420807,1.0,0.0,1.0,0.14492543513779177,0.001735687255859375,0.0,0.0,-0.001735687255859375,"(128, 128, 128)",/home/grva-mint/Projects/Falhas/Marlim/Regions/Marlim/files/calm/marlim_1200_calm_005.npy
marlim_1200_calm_006.npy,calm,1200,320,352,48,0.0,1.0,0.4996282160282135,0.31246426701545715,1.0,0.0,1.0,0.3023520369370071,3.814697265625e-06,0.0,0.0,-3.814697265625e-06,"(128, 128, 128)",/home/grva-mint/Projects/Falhas/Marlim/Regions/Marlim/files/calm/marlim_1200_calm_006.npy
marlim_1200_calm_007.npy,calm,1200,336,32,48,0.0,1.0,0.5047509670257568,0.22502106428146362,1.0,0.0,1.0,0.21526649697443645,0.000431060791015625,0.0,0.0,-0.000431060791015625,"(128, 128, 128)",/home/grva-mint/Projects/Falhas/Marlim/Regions/Marlim/files/calm/marlim_1200_calm_007.npy
marlim_1200_calm_008.npy,calm,1200,336,144,48,0.0,1.0,0.5041618943214417,0.2657397985458374,1.0,0.0,1.0,0.25856402316549165,0.0003070831298828125,0.0,0.0,-0.0003070831298828125,"(128, 128, 128)",/home/grva-mint/Projects/Falhas/Marlim/Regions/Marlim/files/calm/marlim_1200_calm_008.npy
marlim_1200_calm_009.npy,calm,1200,336,256,48,0.0,1.0,0.502758264541626,0.2999477982521057,1.0,0.0,1.0,0.2894704269074281,0.0001964569091796875,0.0,0.0,-0.0001964569091796875,"(128, 128, 128)",/home/grva-mint/Projects/Falhas/Marlim/Regions/Marlim/files/calm/marlim_1200_calm_009.npy
marlim_1200_calm_010.npy,calm,1200,352,480,48,0.0,1.0,0.5077958703041077,0.2684036195278168,1.0,0.0,1.0,0.2518054032630097,0.0,0.0,0.0,-0.0,"(128, 128, 128)",/home/grva-mint/Projects/Falhas/Marlim/Regions/Marlim/files/calm/marlim_1200_calm_010.npy
marlim_1200_calm_011.npy,calm,1200,352,656,48,0.0,1.0,0.5030295252799988,0.22336357831954956,1.0,0.0,1.0,0.21524442448071435,3.814697265625e-06,0.0,0.0,-3.814697265625e-06,"(128, 128, 128)",/home/grva-mint/Projects/Falhas/Marlim/Regions/Marlim/files/calm/marlim_1200_calm_011.npy
marlim_1200_calm_012.npy,calm,1200,352,768,48,0.0,1.0,0.5007311701774597,0.19362276792526245,1.0,0.0,1.0,0.18883674243670612,1.1444091796875e-05,0.0,0.0,-1.1444091796875e-05,"(128, 128, 128)",/home/grva-mint/Projects/Falhas/Marlim/Regions/Marlim/files/calm/marlim_1200_calm_012.npy
marlim_1200_calm_013.npy,calm,1200,352,992,48,0.0,1.0,0.5054141283035278,0.16115477681159973,1.0,0.0,1.0,0.15556167953672828,7.82012939453125e-05,0.0,0.0,-7.82012939453125e-05,"(128, 128, 128)",/home/grva-mint/Projects/Falhas/Marlim/Regions/Marlim/files/calm/marlim_1200_calm_013.npy
marlim_1200_calm_014.npy,calm,1200,368,896,48,0.0,1.0,0.5033621788024902,0.1700860857963562,1.0,0.0,1.0,0.16637456757052949,0.000339508056640625,0.0,0.0,-0.000339508056640625,"(128, 128, 128)",/home/grva-mint/Projects/Falhas/Marlim/Regions/Marlim/files/calm/marlim_1200_calm_014.npy
marlim_1200_calm_015.npy,calm,1200,400,560,48,0.0,1.0,0.5076268911361694,0.1831183284521103,1.0,0.0,1.0,0.16592996271901939,0.0016574859619140625,0.0,0.0,-0.0016574859619140625,"(128, 128, 128)",/home/grva-mint/Projects/Falhas/Marlim/Regions/Marlim/files/calm/marlim_1200_calm_015.npy
marlim_1200_calm_016.npy,calm,1200,400,1072,48,0.0,1.0,0.5005099773406982,0.17263905704021454,1.0,0.0,1.0,0.16502198325769912,0.0005130767822265625,0.0,0.0,-0.0005130767822265625,"(128, 128, 128)",/home/grva-mint/Projects/Falhas/Marlim/Regions/Marlim/files/calm/marlim_1200_calm_016.npy
marlim_1200_calm_017.npy,calm,1200,432,144,48,0.0,1.0,0.5038765072822571,0.1428605020046234,1.0,0.0,1.0,0.1340705765478556,0.0030841827392578125,0.0,0.0,-0.0030841827392578125,"(128, 128, 128)",/home/grva-mint/Projects/Falhas/Marlim/Regions/Marlim/files/calm/marlim_1200_calm_017.npy
marlim_1200_calm_018.npy,calm,1200,432,240,48,0.0,1.0,0.500372588634491,0.14393195509910583,1.0,0.0,0.9995779991149902,0.13553186456692856,0.0066070556640625,0.0,0.0,-0.0066070556640625,"(128, 128, 128)",/home/grva-mint/Projects/Falhas/Marlim/Regions/Marlim/files/calm/marlim_1200_calm_018.npy
marlim_1200_calm_019.npy,calm,1200,432,720,48,0.0,1.0,0.502595067024231,0.1725202053785324,1.0,0.0,1.0,0.15926830847411422,0.001476287841796875,0.0,0.0,-0.001476287841796875,"(128, 128, 128)",/home/grva-mint/Projects/Falhas/Marlim/Regions/Marlim/files/calm/marlim_1200_calm_019.npy
marlim_1200_calm_020.npy,calm,1200,480,64,48,0.0,1.0,0.5021858215332031,0.136972114443779,1.0,0.0,0.9523138999938965,0.12457430230688249,0.0015544891357421875,0.0,0.0,-0.0015544891357421875,"(128, 128, 128)",/home/grva-mint/Projects/Falhas/Marlim/Regions/Marlim/files/calm/marlim_1200_calm_020.npy
marlim_1200_calm_021.npy,calm,1200,528,144,48,0.0,1.0,0.5033063292503357,0.1327366679906845,1.0,0.0,0.8949141502380371,0.11809078257533656,0.004116058349609375,0.0,0.0,-0.004116058349609375,"(128, 128, 128)",/home/grva-mint/Projects/Falhas/Marlim/Regions/Marlim/files/calm/marlim_1200_calm_021.npy
marlim_1200_calm_022.npy,calm,1200,528,240,48,0.0,1.0,0.5034545063972473,0.12255644798278809,1.0,0.0,0.9492659568786621,0.11225979203663927,0.0094146728515625,0.0,0.0,-0.0094146728515625,"(128, 128, 128)",/home/grva-mint/Projects/Falhas/Marlim/Regions/Marlim/files/calm/marlim_1200_calm_022.npy
marlim_1200_calm_023.npy,calm,1200,560,16,48,0.04341577738523483,0.9548357725143433,0.5024714469909668,0.12278410792350769,1.0,0.0,0.8877296447753906,0.10881545742222443,0.0018787384033203125,0.0,0.0,-0.0018787384033203125,"(128, 128, 128)",/home/grva-mint/Projects/Falhas/Marlim/Regions/Marlim/files/calm/marlim_1200_calm_023.npy
marlim_1200_calm_024.npy,calm,1200,928,320,48,0.0,1.0,0.4923657774925232,0.24469628930091858,1.0,0.0,1.0,0.2310160163215187,0.0027294158935546875,0.0,0.0,-0.0027294158935546875,"(128, 128, 128)",/home/grva-mint/Projects/Falhas/Marlim/Regions/Marlim/files/calm/marlim_1200_calm_024.npy
marlim_1200_calm_025.npy,calm,1200,960,160,48,0.0,1.0,0.5006946921348572,0.17633776366710663,1.0,0.0,1.0,0.17092379563746318,0.002323150634765625,0.0,0.0,-0.002323150634765625,"(128, 128, 128)",/home/grva-mint/Projects/Falhas/Marlim/Regions/Marlim/files/calm/marlim_1200_calm_025.npy
marlim_1200_calm_026.npy,calm,1200,992,256,48,0.0,1.0,0.5064126253128052,0.22096015512943268,1.0,0.0,1.0,0.21222549901813115,0.0031452178955078125,0.0,0.0,-0.0031452178955078125,"(128, 128, 128)",/home/grva-mint/Projects/Falhas/Marlim/Regions/Marlim/files/calm/marlim_1200_calm_026.npy
marlim_1200_calm_027.npy,calm,1200,992,1952,48,0.0,1.0,0.4873695373535156,0.3766513168811798,1.0,0.0,1.0,0.36934494095113735,0.0005970001220703125,0.0,0.0,-0.0005970001220703125,"(128, 128, 128)",/home/grva-mint/Projects/Falhas/Marlim/Regions/Marlim/files/calm/marlim_1200_calm_027.npy
marlim_1200_calm_028.npy,calm,1200,1008,656,48,0.0,1.0,0.5011675357818604,0.2529587745666504,1.0,0.0,1.0,0.23521429975107822,0.002529144287109375,0.0,0.0,-0.002529144287109375,"(128, 128, 128)",/home/grva-mint/Projects/Falhas/Marlim/Regions/Marlim/files/calm/marlim_1200_calm_028.npy
marlim_1200_calm_029.npy,calm,1200,1024,96,48,0.0,1.0,0.5019069910049438,0.1540636271238327,1.0,0.0,0.9945101737976074,0.14618005833904135,0.002780914306640625,0.0,0.0,-0.002780914306640625,"(128, 128, 128)",/home/grva-mint/Projects/Falhas/Marlim/Regions/Marlim/files/calm/marlim_1200_calm_029.npy
marlim_1200_calm_030.npy,calm,1200,1024,464,48,0.0,1.0,0.5079632997512817,0.20782159268856049,1.0,0.0,0.9987802505493164,0.1914529208220297,0.0048389434814453125,0.0,0.0,-0.0048389434814453125,"(128, 128, 128)",/home/grva-mint/Projects/Falhas/Marlim/Regions/Marlim/files/calm/marlim_1200_calm_030.npy
marlim_1200_calm_031.npy,calm,1200,1024,560,48,0.0,1.0,0.5042666792869568,0.21772795915603638,1.0,0.0,1.0,0.2007243435991768,0.0016498565673828125,0.0,0.0,-0.0016498565673828125,"(128, 128, 128)",/home/grva-mint/Projects/Falhas/Marlim/Regions/Marlim/files/calm/marlim_1200_calm_031.npy
marlim_1200_calm_032.npy,calm,1200,1056,2016,48,0.0,1.0,0.5042019486427307,0.36150696873664856,1.0,0.0,1.0,0.34361992701815325,0.0059223175048828125,0.0,0.0,-0.0059223175048828125,"(128, 128, 128)",/home/grva-mint/Projects/Falhas/Marlim/Regions/Marlim/files/calm/marlim_1200_calm_032.npy
marlim_1300_calm_000.npy,calm,1300,208,128,84,0.0,1.0,0.5001829862594604,0.26676619052886963,1.0,0.0,1.0,0.2586549490879406,0.0041656494140625,0.0,0.0,-0.0041656494140625,"(128, 128, 128)",/home/grva-mint/Projects/Falhas/Marlim/Regions/Marlim/files/calm/marlim_1300_calm_000.npy
marlim_1300_calm_001.npy,calm,1300,224,400,84,0.0,1.0,0.49932464957237244,0.2582223117351532,1.0,0.0,1.0,0.2514822058683429,0.008647918701171875,0.0,0.0,-0.008647918701171875,"(128, 128, 128)",/home/grva-mint/Projects/Falhas/Marlim/Regions/Marlim/files/calm/marlim_1300_calm_001.npy
marlim_1300_calm_002.npy,calm,1300,240,32,84,0.0,1.0,0.5048273205757141,0.2836700975894928,1.0,0.0,1.0,0.2798180455038164,0.001728057861328125,0.0,0.0,-0.001728057861328125,"(128, 128, 128)",/home/grva-mint/Projects/Falhas/Marlim/Regions/Marlim/files/calm/marlim_1300_calm_002.npy
marlim_1300_calm_003.npy,calm,1300,240,304,84,0.0,1.0,0.4997251629829407,0.29283204674720764,1.0,0.0,1.0,0.2854958594916759,0.0058441162109375,0.0,0.0,-0.0058441162109375,"(128, 128, 128)",/home/grva-mint/Projects/Falhas/Marlim/Regions/Marlim/files/calm/marlim_1300_calm_003.npy
marlim_1300_calm_004.npy,calm,1300,256,208,84,0.0,1.0,0.5024994611740112,0.3081144690513611,1.0,0.0,1.0,0.3029203099404194,0.0015277862548828125,0.0,0.0,-0.0015277862548828125,"(128, 128, 128)",/home/grva-mint/Projects/Falhas/Marlim/Regions/Marlim/files/calm/marlim_1300_calm_004.npy
