id,img_min,img_max,img_mean,img_std,msk_min,msk_max,shape,img_path,mask_path
img_0000.npy,0.0,1.0,0.49827302,0.20632505,0,1,"(128, 128, 128)",/home/grva-mint/Projects/Falhas/Dataset/dataset_74/images/img_0000.npy,/home/grva-mint/Projects/Falhas/Dataset/dataset_74/masks/img_0000.npy
img_0001.npy,0.0,1.0,0.49813476,0.20491704,0,1,"(128, 128, 128)",/home/grva-mint/Projects/Falhas/Dataset/dataset_74/images/img_0001.npy,/home/grva-mint/Projects/Falhas/Dataset/dataset_74/masks/img_0001.npy
img_0002.npy,0.0,1.0,0.49756092,0.20365275,0,1,"(128, 128, 128)",/home/grva-mint/Projects/Falhas/Dataset/dataset_74/images/img_0002.npy,/home/grva-mint/Projects/Falhas/Dataset/dataset_74/masks/img_0002.npy
img_0003.npy,0.0,1.0,0.4999099,0.19958529,0,1,"(128, 128, 128)",/home/grva-mint/Projects/Falhas/Dataset/dataset_74/images/img_0003.npy,/home/grva-mint/Projects/Falhas/Dataset/dataset_74/masks/img_0003.npy
img_0004.npy,0.0,1.0,0.49968398,0.17291832,0,1,"(128, 128, 128)",/home/grva-mint/Projects/Falhas/Dataset/dataset_74/images/img_0004.npy,/home/grva-mint/Projects/Falhas/Dataset/dataset_74/masks/img_0004.npy
img_0005.npy,0.0,1.0,0.4990126,0.20122904,0,1,"(128, 128, 128)",/home/grva-mint/Projects/Falhas/Dataset/dataset_74/images/img_0005.npy,/home/grva-mint/Projects/Falhas/Dataset/dataset_74/masks/img_0005.npy
img_0006.npy,0.0,1.0,0.5002234,0.20079538,0,1,"(128, 128, 128)",/home/grva-mint/Projects/Falhas/Dataset/dataset_74/images/img_0006.npy,/home/grva-mint/Projects/Falhas/Dataset/dataset_74/masks/img_0006.npy
img_0007.npy,0.0,1.0,0.48942253,0.17299858,0,1,"(128, 128, 128)",/home/grva-mint/Projects/Falhas/Dataset/dataset_74/images/img_0007.npy,/home/grva-mint/Projects/Falhas/Dataset/dataset_74/masks/img_0007.npy
img_0008.npy,0.0,1.0,0.49769866,0.20228551,0,1,"(128, 128, 128)",/home/grva-mint/Projects/Falhas/Dataset/dataset_74/images/img_0008.npy,/home/grva-mint/Projects/Falhas/Dataset/dataset_74/masks/img_0008.npy
img_0009.npy,0.0,1.0,0.49750373,0.20375909,0,1,"(128, 128, 128)",/home/grva-mint/Projects/Falhas/Dataset/dataset_74/images/img_0009.npy,/home/grva-mint/Projects/Falhas/Dataset/dataset_74/masks/img_0009.npy
img_0010.npy,0.0,1.0,0.49809968,0.20390476,0,1,"(128, 128, 128)",/home/grva-mint/Projects/Falhas/Dataset/dataset_74/images/img_0010.npy,/home/grva-mint/Projects/Falhas/Dataset/dataset_74/masks/img_0010.npy
img_0011.npy,0.0,1.0,0.49868476,0.20421219,0,1,"(128, 128, 128)",/home/grva-mint/Projects/Falhas/Dataset/dataset_74/images/img_0011.npy,/home/grva-mint/Projects/Falhas/Dataset/dataset_74/masks/img_0011.npy
img_0012.npy,0.0,1.0,0.49743727,0.2015595,0,1,"(128, 128, 128)",/home/grva-mint/Projects/Falhas/Dataset/dataset_74/images/img_0012.npy,/home/grva-mint/Projects/Falhas/Dataset/dataset_74/masks/img_0012.npy
img_0013.npy,0.0,1.0,0.49813527,0.20253024,0,1,"(128, 128, 128)",/home/grva-mint/Projects/Falhas/Dataset/dataset_74/images/img_0013.npy,/home/grva-mint/Projects/Falhas/Dataset/dataset_74/masks/img_0013.npy
img_0014.npy,0.0,1.0,0.49815086,0.20233542,0,1,"(128, 128, 128)",/home/grva-mint/Projects/Falhas/Dataset/dataset_74/images/img_0014.npy,/home/grva-mint/Projects/Falhas/Dataset/dataset_74/masks/img_0014.npy
