id,img_min,img_max,img_mean,img_std,msk_min,msk_max,shape,img_path,mask_path
img_0000.npy,0.0,1.0,0.4999849,0.20668416,0,1,"(128, 128, 128)",/home/grva-mint/Projects/Falhas/Dataset/dataset_74_2000/images/img_0000.npy,/home/grva-mint/Projects/Falhas/Dataset/dataset_74_2000/masks/img_0000.npy
img_0001.npy,0.0,1.0,0.49957272,0.20462179,0,1,"(128, 128, 128)",/home/grva-mint/Projects/Falhas/Dataset/dataset_74_2000/images/img_0001.npy,/home/grva-mint/Projects/Falhas/Dataset/dataset_74_2000/masks/img_0001.npy
img_0002.npy,0.0,1.0,0.49925172,0.2028269,0,0,"(128, 128, 128)",/home/grva-mint/Projects/Falhas/Dataset/dataset_74_2000/images/img_0002.npy,/home/grva-mint/Projects/Falhas/Dataset/dataset_74_2000/masks/img_0002.npy
img_0003.npy,0.0,1.0,0.50185156,0.2006096,0,1,"(128, 128, 128)",/home/grva-mint/Projects/Falhas/Dataset/dataset_74_2000/images/img_0003.npy,/home/grva-mint/Projects/Falhas/Dataset/dataset_74_2000/masks/img_0003.npy
img_0004.npy,0.0,1.0,0.499738,0.18499693,0,0,"(128, 128, 128)",/home/grva-mint/Projects/Falhas/Dataset/dataset_74_2000/images/img_0004.npy,/home/grva-mint/Projects/Falhas/Dataset/dataset_74_2000/masks/img_0004.npy
img_0005.npy,0.0,1.0,0.50043815,0.202375,0,1,"(128, 128, 128)",/home/grva-mint/Projects/Falhas/Dataset/dataset_74_2000/images/img_0005.npy,/home/grva-mint/Projects/Falhas/Dataset/dataset_74_2000/masks/img_0005.npy
img_0006.npy,0.0,1.0,0.5013561,0.20146379,0,1,"(128, 128, 128)",/home/grva-mint/Projects/Falhas/Dataset/dataset_74_2000/images/img_0006.npy,/home/grva-mint/Projects/Falhas/Dataset/dataset_74_2000/masks/img_0006.npy
img_0007.npy,0.0,1.0,0.49230906,0.17863624,0,1,"(128, 128, 128)",/home/grva-mint/Projects/Falhas/Dataset/dataset_74_2000/images/img_0007.npy,/home/grva-mint/Projects/Falhas/Dataset/dataset_74_2000/masks/img_0007.npy
img_0008.npy,0.0,1.0,0.49936035,0.20300505,0,1,"(128, 128, 128)",/home/grva-mint/Projects/Falhas/Dataset/dataset_74_2000/images/img_0008.npy,/home/grva-mint/Projects/Falhas/Dataset/dataset_74_2000/masks/img_0008.npy
img_0009.npy,0.0,1.0,0.49882585,0.20213191,0,1,"(128, 128, 128)",/home/grva-mint/Projects/Falhas/Dataset/dataset_74_2000/images/img_0009.npy,/home/grva-mint/Projects/Falhas/Dataset/dataset_74_2000/masks/img_0009.npy
